A79849
A79851
A79863
A99244
AB000604	BAA75824	gb|AB000604:4-1128	BAA75825	(gb|AB000604:4-731, 960)	BAA75826	gb|AB000604:709-1128
AB000605	BAA75827	gb|AB000605:4-1128	BAA75828	(gb|AB000605:4-731, 960)	BAA75829	gb|AB000605:709-1128
AB000606	BAA75830	gb|AB000606:4-1128	BAA75831	(gb|AB000606:4-731, 960)	BAA75832	gb|AB000606:709-1128
AB000607	BAA75833	gb|AB000607:4-1128	BAA75834	(gb|AB000607:4-731, 960)	BAA75835	gb|AB000607:709-1128
AB000608	BAA75836	gb|AB000608:4-1128	BAA75837	(gb|AB000608:4-731, 960)	BAA75838	gb|AB000608:709-1128
AB000609	BAA75839	gb|AB000609:4-1128	BAA75840	(gb|AB000609:4-731, 960)	BAA75841	gb|AB000609:709-1128
AB000610	BAA75842	gb|AB000610:4-1128	BAA75843	(gb|AB000610:4-731, 960)	BAA75844	gb|AB000610:709-1128
AB000611	BAA75845	gb|AB000611:4-1128	BAA75846	(gb|AB000611:4-731, 960)	BAA75847	gb|AB000611:709-1128
AB000612	BAA75848	gb|AB000612:5-1129	BAA75849	(gb|AB000612:5-732, 961)	BAA75850	gb|AB000612:710-1129
AB000613	BAA75851	gb|AB000613:4-1128	BAA75852	(gb|AB000613:4-731, 960)	BAA75853	gb|AB000613:709-1128
AB000614	BAA75854	gb|AB000614:4-1128	BAA75855	(gb|AB000614:4-731, 960)	BAA75856	gb|AB000614:709-1128
AB000720	BAA75857	gb|AB000720:4-1128	BAA75858	(gb|AB000720:4-731, 960)	BAA75859	gb|AB000720:709-1128
AB000721	BAA75860	gb|AB000721:5-1129	BAA75861	(gb|AB000721:5-732, 961)	BAA75862	gb|AB000721:710-1129
AB000722	BAA75863	gb|AB000722:4-1128	BAA75864	(gb|AB000722:4-731, 960)	BAA75865	gb|AB000722:709-1128
AB000723	BAA75866	gb|AB000723:4-1128	BAA75867	(gb|AB000723:4-731, 960)	BAA75868	gb|AB000723:709-1128
AB000724	BAA75869	gb|AB000724:4-1128	BAA75870	(gb|AB000724:4-731, 960)	BAA75871	gb|AB000724:709-1128
AB000725	BAA75872	gb|AB000725:4-1128	BAA75873	(gb|AB000725:4-731, 960)	BAA75874	gb|AB000725:709-1128
AB000726	BAA75875	gb|AB000726:5-1129	BAA75876	(gb|AB000726:5-732, 961)	BAA75877	gb|AB000726:710-1129
AB000727	BAA75878	gb|AB000727:5-1129	BAA75879	(gb|AB000727:5-732, 961)	BAA75880	gb|AB000727:710-1129
AB000728	BAA75881	gb|AB000728:4-1128	BAA75882	(gb|AB000728:4-731, 960)	BAA75883	gb|AB000728:709-1128
AB002469	BAA19602	(gb|AB002469:23-209, 523-884)	BAA19603	gb|AB002469:23-763
AB013806	BAA77284	gb|AB013806:<1->710
CY024838	ABS89436	gb|CY024838:12-704	ABS89437	(gb|CY024838:12-41, 514-849)
CY024839	ABS89438	gb|CY024839:7-2157
CY024840	ABS89439	gb|CY024840:11-2284	ABS89440	gb|CY024840:105-377
CY024841	ABS89441	gb|CY024841:13-2292
CY024842	ABS89442	gb|CY024842:4-1662
CY024843	ABS89443	gb|CY024843:26-784	ABS89444	(gb|CY024843:26-51, 740-1007)
CY024844	ABS89445	gb|CY024844:8-1369
CY024845	ABS89446	gb|CY024845:31-1527
CY024846	ABS89447	gb|CY024846:12-704	ABS89448	(gb|CY024846:12-41, 514-849)
CY024847	ABS89449	gb|CY024847:6-2156
CY024848	ABS89450	gb|CY024848:11-2284	ABS89451	gb|CY024848:105-377
CY024849	ABS89452	gb|CY024849:13-2292
CY024850	ABS89453	gb|CY024850:4-1662
CY024851	ABS89454	gb|CY024851:9-767	ABS89455	(gb|CY024851:9-34, 723-990)
CY024852	ABS89456	gb|CY024852:8-1369
CY024853	ABS89457	gb|CY024853:31-1527
CY024854	ABS89458	gb|CY024854:12-704	ABS89459	(gb|CY024854:12-41, 514-849)
CY024855	ABS89460	gb|CY024855:6-2156
CY024856	ABS89461	gb|CY024856:11-2284	ABS89462	gb|CY024856:105-377
CY024857	ABS89463	gb|CY024857:13-2292
CY024858	ABS89464	gb|CY024858:6-1700
CY024859	ABS89465	gb|CY024859:9-767	ABS89466	(gb|CY024859:9-34, 723-990)
CY024860	ABS89467	gb|CY024860:4-1347
CY024861	ABS89468	gb|CY024861:31-1524
CY024862	ABS89469	gb|CY024862:12-686	ABS89470	(gb|CY024862:12-41, 514-849)
CY024863	ABS89471	gb|CY024863:7-2157
CY024864	ABS89472	gb|CY024864:11-2287	ABS89473	gb|CY024864:105-377
CY024865	ABS89474	gb|CY024865:13-2292
CY024866	ABS89475	gb|CY024866:6-1688
CY024867	ABS89476	gb|CY024867:9-767	ABS89477	(gb|CY024867:9-34, 723-990)
CY024868	ABS89478	gb|CY024868:4-1347
CY024869	ABS89479	gb|CY024869:31-1524
CY024870	ABS89480	gb|CY024870:12-674	ABS89481	(gb|CY024870:12-41, 514-849)
CY024871	ABS89482	gb|CY024871:6-2156
CY024872	ABS89483	gb|CY024872:11-2284	ABS89484	gb|CY024872:105-377
CY024873	ABS89485	gb|CY024873:12-2291
CY024874	ABS89486	gb|CY024874:6-1688
CY024875	ABS89487	gb|CY024875:2-760	ABS89488	(gb|CY024875:2-27, 716-983)
CY024876	ABS89489	gb|CY024876:4-1347
CY024877	ABS89490	gb|CY024877:31-1524
CY024878	ABS89491	gb|CY024878:12-704	ABS89492	(gb|CY024878:12-41, 514-849)
CY024879	ABS89493	gb|CY024879:7-2157
CY024880	ABS89494	gb|CY024880:11-2287	ABS89495	gb|CY024880:105-377
CY024881	ABS89496	gb|CY024881:13-2292
CY024882	ABS89497	gb|CY024882:6-1688
CY024883	ABS89498	gb|CY024883:4-762	ABS89499	(gb|CY024883:4-29, 718-985)
CY024884	ABS89500	gb|CY024884:4-1347
CY024885	ABS89501	gb|CY024885:27-1520
CY024886	ABS89502	gb|CY024886:12-704	ABS89503	(gb|CY024886:12-41, 514-849)
CY024887	ABS89504	gb|CY024887:7-2157
CY024888	ABS89505	gb|CY024888:11-2287	ABS89506	gb|CY024888:105-377
CY024889	ABS89507	gb|CY024889:13-2292
CY024890	ABS89508	gb|CY024890:6-1688
CY024891	ABS89509	gb|CY024891:7-765	ABS89510	(gb|CY024891:7-32, 721-988)
CY024892	ABS89511	gb|CY024892:4-1347
CY024893	ABS89512	gb|CY024893:31-1524
CY024894	ABS89513	gb|CY024894:12-704	ABS89514	(gb|CY024894:12-41, 514-849)
CY024895	ABS89515	gb|CY024895:6-2156
CY024896	ABS89516	gb|CY024896:11-2287	ABS89517	gb|CY024896:105-377
CY024897	ABS89518	gb|CY024897:13-2292
CY024898	ABS89519	gb|CY024898:6-1700
CY024899	ABS89520	gb|CY024899:2-760	ABS89521	(gb|CY024899:2-27, 716-983)
CY024900	ABS89522	gb|CY024900:4-1347
CY024901	ABS89523	gb|CY024901:24-1517
CY024902	ABS89524	gb|CY024902:12-686	ABS89525	(gb|CY024902:12-41, 514-849)
CY024903	ABS89526	gb|CY024903:6-2156
CY024904	ABS89527	gb|CY024904:11-2287	ABS89528	gb|CY024904:105-377
CY024905	ABS89529	gb|CY024905:13-2292
CY024906	ABU40949	gb|CY024906:1->1240
CY024907	ABU40950	gb|CY024907:1->1240
CY024908	ABU40951	gb|CY024908:24-782	ABU40952	(gb|CY024908:24-49, 738-1005)
CY024909	ABU40953	gb|CY024909:24-782	ABU40954	(gb|CY024909:24-49, 738-1005)
CY024910	ABU40955	gb|CY024910:1-1410
CY024911	ABU40956	gb|CY024911:1-1410
CY024912	ABU40957	gb|CY024912:24-782	ABU40958	(gb|CY024912:24-49, 738->999)
CY024913	ABU40959	gb|CY024913:1->1380
CY024914	ABU40960	gb|CY024914:1->1320
CY024915	ABU40961	gb|CY024915:24-782	ABU40962	(gb|CY024915:24-49, 738->999)
CY024916	ABU40963	gb|CY024916:1->1232
CY024917	ABU40964	gb|CY024917:24-782	ABU40965	(gb|CY024917:24-49, 738->999)
CY024918	ABU40966	gb|CY024918:24-782	ABU40967	(gb|CY024918:24-49, 738->1000)
CY024919	ABU40968	gb|CY024919:<1-677	ABU40969	gb|CY024919:<633-900
CY024920	ABU40970	gb|CY024920:24-782	ABU40971	(gb|CY024920:24-49, 738-1005)
CY024921	ABU40972	gb|CY024921:24-782	ABU40973	(gb|CY024921:24-49, 738-1005)
CY024922	ABU40974	gb|CY024922:24-782	ABU40975	(gb|CY024922:24-49, 738-1005)
CY024923	ABU40976	gb|CY024923:24-782	ABU40977	(gb|CY024923:24-49, 738->1003)
CY024924	ABU40978	gb|CY024924:24-782	ABU40979	(gb|CY024924:24-49, 738->999)
CY024925	ABU80400	gb|CY024925:17-1717
CY024926	ABU80401	gb|CY024926:15-773	ABU80402	(gb|CY024926:15-40, 729-996)
CY024927	ABU80403	gb|CY024927:<1-1407
CY024928	ABU80404	gb|CY024928:30-1526
CY024929	ABU80405	gb|CY024929:14-673	ABU80406	(gb|CY024929:14-43, 516-851)
CY024930	ABU80407	gb|CY024930:14-2164
CY024931	ABU80408	gb|CY024931:8-2281
CY024932	ABU80409	gb|CY024932:16-2295
CY024933	ABU80188	gb|CY024933:11-1711
CY024934	ABU80189	gb|CY024934:14-772	ABU80190	(gb|CY024934:14-39, 728-995)
CY024935	ABU80191	gb|CY024935:1-1410
CY024936	ABU80192	gb|CY024936:33-1529
CY024937	ABU80193	gb|CY024937:12-671	ABU80194	(gb|CY024937:12-41, 514-849)
CY024938	ABU80195	gb|CY024938:1-2151
CY024939	ABU80196	gb|CY024939:3-2276	ABU80197	gb|CY024939:211-369
CY024940	ABU80198	gb|CY024940:4-2283
CY024941	ABU80410	gb|CY024941:20-1720
CY024942	ABU80199	gb|CY024942:20-1720
CY024943	ABU80200	gb|CY024943:14-772	ABU80201	(gb|CY024943:14-39, 728-995)
CY024944	ABU80202	gb|CY024944:7-1416
CY024945	ABU80203	gb|CY024945:33-1529
CY024946	ABU80204	gb|CY024946:12-671	ABU80205	(gb|CY024946:12-41, 514-849)
CY024947	ABU80206	gb|CY024947:8-2158
CY024948	ABU80207	gb|CY024948:3-2276	ABU80208	gb|CY024948:211-369
CY024949	ABU80209	gb|CY024949:8-2287
CY024950	ABU80210	gb|CY024950:20-1720
CY024951	ABU80211	gb|CY024951:14-772	ABU80212	(gb|CY024951:14-39, 728-995)
CY024952	ABU80213	gb|CY024952:7-1416
CY024953	ABU80214	gb|CY024953:33-1529
CY024954	ABU80221	gb|CY024954:20-1720
CY024955	ABU80222	gb|CY024955:14-772	ABU80223	(gb|CY024955:14-39, 728-995)
CY024956	ABU80224	gb|CY024956:7-1416
CY024957	ABU80225	gb|CY024957:33-1529
CY024958	ABU80226	gb|CY024958:12-671	ABU80227	(gb|CY024958:12-41, 514-849)
CY024959	ABU80228	gb|CY024959:1-2151
CY024960	ABU80229	gb|CY024960:3-2276	ABU80230	gb|CY024960:211-369
CY024961	ABU80231	gb|CY024961:16-2295
CY024962	ABU80232	gb|CY024962:20-1720
CY024963	ABU80233	gb|CY024963:14-772	ABU80234	(gb|CY024963:14-39, 728-995)
CY024964	ABU80235	gb|CY024964:7-1416
CY024965	ABU80236	gb|CY024965:33-1529
CY024966	ABU80237	gb|CY024966:12-704	ABU80238	(gb|CY024966:12-41, 514-849)
CY024967	ABU80239	gb|CY024967:8-2158
CY024968	ABU80240	gb|CY024968:1-2274	ABU80241	gb|CY024968:209-367
CY024969	ABU80242	gb|CY024969:16-2295
CY024970	ABU80243	gb|CY024970:20-1720
CY024971	ABU80244	gb|CY024971:11-769	ABU80245	(gb|CY024971:11-36, 725-992)
CY024972	ABU80246	gb|CY024972:7-1416
CY024973	ABU80247	gb|CY024973:33-1529
CY024974	ABU80248	gb|CY024974:2-661	ABU80249	(gb|CY024974:2-31, 504-839)
CY024975	ABU80250	gb|CY024975:8-2158
CY024976	ABU80251	gb|CY024976:3-2276	ABU80252	gb|CY024976:211-369
CY024977	ABU80253	gb|CY024977:16-2295
CY024978	ABU80254	gb|CY024978:20-1720
CY024979	ABU80255	gb|CY024979:13-771	ABU80256	(gb|CY024979:13-38, 727-994)
CY024980	ABU80257	gb|CY024980:7-1416
CY024981	ABU80258	gb|CY024981:33-1529
CY024982	ABU80259	gb|CY024982:5-664	ABU80260	(gb|CY024982:5-34, 507-842)
CY024983	ABU80261	gb|CY024983:8-2158
CY024984	ABU80262	gb|CY024984:3-2276	ABU80263	gb|CY024984:211-369
CY024985	ABU80264	gb|CY024985:16-2295
CY024986	ABU80265	gb|CY024986:20-1720
CY024987	ABU80266	gb|CY024987:6-764	ABU80267	(gb|CY024987:6-31, 720-987)
CY024988	ABU80268	gb|CY024988:7-1416
CY024989	ABU80269	gb|CY024989:33-1529
CY024990	ABU80270	gb|CY024990:12-671	ABU80271	(gb|CY024990:12-41, 514-849)
CY024991	ABU80272	gb|CY024991:1-2151
CY024992	ABU80273	gb|CY024992:3-2276	ABU80274	gb|CY024992:211-369
CY024993	ABU80275	gb|CY024993:16-2295
CY024994	ABU80276	gb|CY024994:20-1720
CY024995	ABU80277	gb|CY024995:14-772	ABU80278	(gb|CY024995:14-39, 728-995)
CY024996	ABU80279	gb|CY024996:7-1416
CY024997	ABU80280	gb|CY024997:33-1529
CY024998	ABU80281	gb|CY024998:12-671	ABU80282	(gb|CY024998:12-41, 514-849)
CY024999	ABU80283	gb|CY024999:1-2151
CY025000	ABU80284	gb|CY025000:2-2275	ABU80285	gb|CY025000:210-368
CY025001	ABU80286	gb|CY025001:11->2284
CY025002	ABU80287	gb|CY025002:20-1720
CY025003	ABU80288	gb|CY025003:14-772	ABU80289	(gb|CY025003:14-39, 728-995)
CY025004	ABU80290	gb|CY025004:7-1416
CY025005	ABU80291	gb|CY025005:33-1529
CY025006	ABU80292	gb|CY025006:4-663	ABU80293	(gb|CY025006:4-33, 506-841)
CY025007	ABU80294	gb|CY025007:2-2152
CY025008	ABU80295	gb|CY025008:3-2276	ABU80296	gb|CY025008:211-369
CY025009	ABU80297	gb|CY025009:4-2283
CY025010	ABU80420	gb|CY025010:20-1720
CY025011	ABU80421	gb|CY025011:14-772	ABU80422	(gb|CY025011:14-39, 728-995)
CY025012	ABU80423	gb|CY025012:6-1415
CY025013	ABU80424	gb|CY025013:33-1529
CY025014	ABU80425	gb|CY025014:4-663	ABU80426	(gb|CY025014:4-33, 506-841)
CY025015	ABU80427	gb|CY025015:8-2158
CY025016	ABU80428	gb|CY025016:2-2275
CY025017	ABU80429	gb|CY025017:16-2295
CY025018	ABU80177	gb|CY025018:5-1705
CY025019	ABU80178	gb|CY025019:1-759	ABU80179	(gb|CY025019:1-26, 715-982)
CY025020	ABU80180	gb|CY025020:5-1414
CY025021	ABU80181	gb|CY025021:1-1497
CY025022	ABU80182	gb|CY025022:6-698	ABU80183	(gb|CY025022:6-35, 508-843)
CY025023	ABU80184	gb|CY025023:3-2153
CY025024	ABU80185	gb|CY025024:1-2274	ABU80186	gb|CY025024:95-367
CY025025	ABU80187	gb|CY025025:13-2292
CY025026	ABU80298	gb|CY025026:1-1698
CY025027	ABU80299	gb|CY025027:2-760	ABU80300	(gb|CY025027:2-27, 716-983)
CY025028	ABU80301	gb|CY025028:1-1413
CY025029	ABU80302	gb|CY025029:24-1520
CY025030	ABU80303	gb|CY025030:4-696	ABU80304	(gb|CY025030:4-33, 506-841)
CY025031	ABU80305	gb|CY025031:8-2158
CY025032	ABU80306	gb|CY025032:7-2280	ABU80307	gb|CY025032:101-274
CY025033	ABU80308	gb|CY025033:3-2282
CY025034	ABU80309	gb|CY025034:1-1698
CY025035	ABU80310	gb|CY025035:1-759	ABU80311	(gb|CY025035:1-26, 715-982)
CY025036	ABU80312	gb|CY025036:1-1413
CY025037	ABU80313	gb|CY025037:24-1520
CY025038	ABU80314	gb|CY025038:4-696	ABU80315	(gb|CY025038:4-33, 506-841)
CY025039	ABU80316	gb|CY025039:8-2158
CY025040	ABU80317	gb|CY025040:8-2281	ABU80318	gb|CY025040:102-275
CY025041	ABU80319	gb|CY025041:4-2283
CY025042	ABU80320	gb|CY025042:9-1709
CY025043	ABU80321	gb|CY025043:2-760	ABU80322	(gb|CY025043:2-27, 716-983)
CY025044	ABU80323	gb|CY025044:5-1414
CY025045	ABU80324	gb|CY025045:32-1528
CY025046	ABU80325	gb|CY025046:7-699	ABU80326	(gb|CY025046:7-36, 509-844)
CY025047	ABU80327	gb|CY025047:11-2161
CY025048	ABU80328	gb|CY025048:7-2280	ABU80329	gb|CY025048:101-373
CY025049	ABU80330	gb|CY025049:3-2282
CY025050	ABU80331	gb|CY025050:9-1709
CY025051	ABU80332	gb|CY025051:14-772	ABU80333	(gb|CY025051:14-39, 728-995)
CY025052	ABU80334	gb|CY025052:5-1414
CY025053	ABU80335	gb|CY025053:32-1528
CY025054	ABU80336	gb|CY025054:6-698	ABU80337	(gb|CY025054:6-35, 508-843)
CY025055	ABU80338	gb|CY025055:3-2153
CY025056	ABU80339	gb|CY025056:7-2280	ABU80340	gb|CY025056:101-373
CY025057	ABU80341	gb|CY025057:13-2292
CY025058	ABU80411	gb|CY025058:14-772	ABU80412	(gb|CY025058:14-39, 728-995)
CY025059	ABU80413	gb|CY025059:7-1416
CY025060	ABU80414	gb|CY025060:33-1529
CY025061	ABU80415	gb|CY025061:12-671	ABU80416	(gb|CY025061:12-41, 514-849)
CY025062	ABU80417	gb|CY025062:8-2158
CY025063	ABU80418	gb|CY025063:3-2276
CY025064	ABU80419	gb|CY025064:16-2295
CY025065	ABU80215	gb|CY025065:12-665	ABU80216	(gb|CY025065:12-41, 514-849)
CY025066	ABU80217	gb|CY025066:8-2158
CY025067	ABU80218	gb|CY025067:3-2276	ABU80219	gb|CY025067:211-369
CY025068	ABU80220	gb|CY025068:16-2295
CY025069	ABV01123	gb|CY025069:6-1697
CY025070	ABV01124	gb|CY025070:9-767	ABV01125	(gb|CY025070:9-34, 723-990)
CY025071	ABV01126	gb|CY025071:1-1416
CY025072	ABV01127	gb|CY025072:31-1527
CY025073	ABV01128	gb|CY025073:12-704	ABV01129	(gb|CY025073:12-41, 514-849)
CY025074	ABV01130	gb|CY025074:6-2156
CY025075	ABV01131	gb|CY025075:11-2284	ABV01132	gb|CY025075:105-377
CY025076	ABV01133	gb|CY025076:13-2292
CY025077	ABV01134	gb|CY025077:6-1694
CY025078	ABV01135	gb|CY025078:9-767	ABV01136	(gb|CY025078:9-34, 723-990)
CY025079	ABV01137	gb|CY025079:19-1428
CY025080	ABV01138	gb|CY025080:31-1527
CY025081	ABV01139	gb|CY025081:12-704	ABV01140	(gb|CY025081:12-41, 514-849)
CY025082	ABV01141	gb|CY025082:6-2156
CY025083	ABV01142	gb|CY025083:11-2287	ABV01143	gb|CY025083:105-377
CY025084	ABV01144	gb|CY025084:13-2292
CY025085	ABV01145	gb|CY025085:32-1732
CY025086	ABV01146	gb|CY025086:9-767	ABV01147	(gb|CY025086:9-34, 723-990)
CY025087	ABV01148	gb|CY025087:7-1419
CY025088	ABV01149	gb|CY025088:31-1527
CY025089	ABV01150	gb|CY025089:12-704	ABV01151	(gb|CY025089:12-41, 514-849)
CY025090	ABV01152	gb|CY025090:6-2156
CY025091	ABV01153	gb|CY025091:11-2284	ABV01154	gb|CY025091:105-377
CY025092	ABV01155	gb|CY025092:13-2292
CY025093	ABV01156	gb|CY025093:19-1716
CY025094	ABV01157	gb|CY025094:9-767	ABV01158	(gb|CY025094:9-34, 723-990)
CY025095	ABV01159	gb|CY025095:1-1413
CY025096	ABV01160	gb|CY025096:24-1520
CY025097	ABV01161	gb|CY025097:12-704	ABV01162	(gb|CY025097:12-41, 514-849)
CY025098	ABV01163	gb|CY025098:6-2156
CY025099	ABV01164	gb|CY025099:11-2284	ABV01165	gb|CY025099:105-377
CY025100	ABV01166	gb|CY025100:13-2292
CY025101	ABV01167	gb|CY025101:6-1700
CY025102	ABV01168	gb|CY025102:9-767	ABV01169	(gb|CY025102:9-34, 723-990)
CY025103	ABV01170	gb|CY025103:2-1414
CY025104	ABV01171	gb|CY025104:31-1527
CY025105	ABV01172	gb|CY025105:12-704	ABV01173	(gb|CY025105:12-41, 514-849)
CY025106	ABV01174	gb|CY025106:6-2156
CY025107	ABV01175	gb|CY025107:11-2284	ABV01176	gb|CY025107:105-377
CY025108	ABV01177	gb|CY025108:13-2292
CY025109	ABV01178	gb|CY025109:6-1688
CY025110	ABV01179	gb|CY025110:5-763	ABV01180	(gb|CY025110:5-30, 719-986)
CY025111	ABV01181	gb|CY025111:4-1347
CY025112	ABV01182	gb|CY025112:31-1524
CY025113	ABV01183	gb|CY025113:12-674	ABV01184	(gb|CY025113:12-41, 514-849)
CY025114	ABV01185	gb|CY025114:6-2156
CY025115	ABV01186	gb|CY025115:11-2284	ABV01187	gb|CY025115:105-377
CY025116	ABV01188	gb|CY025116:13-2292
CY025117	ABV01189	gb|CY025117:6-1700
CY025118	ABV01190	gb|CY025118:9-767	ABV01191	(gb|CY025118:9-34, 723-990)
CY025119	ABV01192	gb|CY025119:4-1347
CY025120	ABV01193	gb|CY025120:31-1524
CY025121	ABV01194	gb|CY025121:12-686	ABV01195	(gb|CY025121:12-41, 514-849)
CY025122	ABV01196	gb|CY025122:7-2157
CY025123	ABV01197	gb|CY025123:11-2287	ABV01198	gb|CY025123:105-377
CY025124	ABV01199	gb|CY025124:13-2292
CY025125	ABV01200	gb|CY025125:6-1700
CY025126	ABV01201	gb|CY025126:9-767	ABV01202	(gb|CY025126:9-34, 723-990)
CY025127	ABV01203	gb|CY025127:4-1347
CY025128	ABV01204	gb|CY025128:31-1524
CY025129	ABV01205	gb|CY025129:12-686	ABV01206	(gb|CY025129:12-41, 514-849)
CY025130	ABV01207	gb|CY025130:7-2157
CY025131	ABV01208	gb|CY025131:11-2287	ABV01209	gb|CY025131:105-377
CY025132	ABV01210	gb|CY025132:13-2292
CY025133	ABV01211	gb|CY025133:6-1688
CY025134	ABV01212	gb|CY025134:2-760	ABV01213	(gb|CY025134:2-27, 716-983)
CY025135	ABV01214	gb|CY025135:3-1346
CY025136	ABV01215	gb|CY025136:24-1517
CY025137	ABV01216	gb|CY025137:12-674	ABV01217	(gb|CY025137:12-41, 514-849)
CY025138	ABV01218	gb|CY025138:6-2156
CY025139	ABV01219	gb|CY025139:11-2284	ABV01220	gb|CY025139:105-377
CY025140	ABV01221	gb|CY025140:13-2292
CY025141	ABV01222	gb|CY025141:6-1700
CY025142	ABV01223	gb|CY025142:3-761	ABV01224	(gb|CY025142:3-28, 717-984)
CY025143	ABV01225	gb|CY025143:4-1347
CY025144	ABV01226	gb|CY025144:31-1524
CY025145	ABV01227	gb|CY025145:20-694	ABV01228	(gb|CY025145:20-49, 522-857)
CY025146	ABV01229	gb|CY025146:6-2156
CY025147	ABV01230	gb|CY025147:11-2287	ABV01231	gb|CY025147:105-377
CY025148	ABV01232	gb|CY025148:13-2292
CY025149	ABV01233	gb|CY025149:6-1688
CY025150	ABV01234	gb|CY025150:2-760	ABV01235	(gb|CY025150:2-27, 716-983)
CY025151	ABV01236	gb|CY025151:7-1350
CY025152	ABV01237	gb|CY025152:31-1524
CY025153	ABV01238	gb|CY025153:12-704	ABV01239	(gb|CY025153:12-41, 514-849)
CY025154	ABV01240	gb|CY025154:6-2156
CY025155	ABV01241	gb|CY025155:11-2287	ABV01242	gb|CY025155:105-377
CY025156	ABV01243	gb|CY025156:13-2292
CY025157	ABV01244	gb|CY025157:6-1688
CY025158	ABV01245	gb|CY025158:2-760	ABV01246	(gb|CY025158:2-27, 716-983)
CY025159	ABV01247	gb|CY025159:4-1347
CY025160	ABV01248	gb|CY025160:31-1524
CY025161	ABV01249	gb|CY025161:12-704	ABV01250	(gb|CY025161:12-41, 514-849)
CY025162	ABV01251	gb|CY025162:7-2157
CY025163	ABV01252	gb|CY025163:11-2287	ABV01253	gb|CY025163:105-377
CY025164	ABV01254	gb|CY025164:13-2292
CY025165	ABV01255	gb|CY025165:6-1688
CY025166	ABV01256	gb|CY025166:2-760	ABV01257	(gb|CY025166:2-27, 716-983)
CY025167	ABV01258	gb|CY025167:4-1347
CY025168	ABV01259	gb|CY025168:31-1524
CY025169	ABV01260	gb|CY025169:12-674	ABV01261	(gb|CY025169:12-41, 514-849)
CY025170	ABV01262	gb|CY025170:6-2156
CY025171	ABV01263	gb|CY025171:11-2287	ABV01264	gb|CY025171:105-377
CY025172	ABV01265	gb|CY025172:13-2292
CY025173	ABV01266	gb|CY025173:6-1688
CY025174	ABV01267	gb|CY025174:9-767	ABV01268	(gb|CY025174:9-34, 723-990)
CY025175	ABV01269	gb|CY025175:4-1347
CY025176	ABV01270	gb|CY025176:26-1519
CY025177	ABV01271	gb|CY025177:12-704	ABV01272	(gb|CY025177:12-41, 514-849)
CY025178	ABV01273	gb|CY025178:8-2158
CY025179	ABV01274	gb|CY025179:11-2287	ABV01275	gb|CY025179:105-377
CY025180	ABV01276	gb|CY025180:1-2280
CY025181	ABV01277	gb|CY025181:6-1688
CY025182	ABV01278	gb|CY025182:9-767	ABV01279	(gb|CY025182:9-34, 723-990)
CY025183	ABV01280	gb|CY025183:4-1347
CY025184	ABV01281	gb|CY025184:31-1524
CY025185	ABV01282	gb|CY025185:12-704	ABV01283	(gb|CY025185:12-41, 514-849)
CY025186	ABV01284	gb|CY025186:6-2156
CY025187	ABV01285	gb|CY025187:11-2287	ABV01286	gb|CY025187:105-377
CY025188	ABV01287	gb|CY025188:13-2292
CY025189	ABV01288	gb|CY025189:6-1688
CY025190	ABV01289	gb|CY025190:8-766	ABV01290	(gb|CY025190:8-33, 722-989)
CY025191	ABV01291	gb|CY025191:4-1347
CY025192	ABV01292	gb|CY025192:31-1524
CY025193	ABV01293	gb|CY025193:12-704	ABV01294	(gb|CY025193:12-41, 514-849)
CY025194	ABV01295	gb|CY025194:6-2156
CY025195	ABV01296	gb|CY025195:11-2287	ABV01297	gb|CY025195:105-377
CY025196	ABV01298	gb|CY025196:13-2292
CY025197	ABV01299	gb|CY025197:5-1702
CY025198	ABV01300	gb|CY025198:3-761	ABV01301	(gb|CY025198:3-28, 717-984)
CY025199	ABV01302	gb|CY025199:2-1414
CY025200	ABV01303	gb|CY025200:31-1527
CY025201	ABV01304	gb|CY025201:12-704	ABV01305	(gb|CY025201:12-41, 514-849)
CY025202	ABV01306	gb|CY025202:6-2156
CY025203	ABV01307	gb|CY025203:11-2284	ABV01308	gb|CY025203:105-377
CY025204	ABV01309	gb|CY025204:13-2292
CY025205	ABV29524	gb|CY025205:20-1720
CY025206	ABV29525	gb|CY025206:14-772	ABV29526	(gb|CY025206:14-39, 728-995)
CY025207	ABV29527	gb|CY025207:7-1416
CY025208	ABV29528	gb|CY025208:33-1529
CY025209	ABV29529	gb|CY025209:12-671	ABV29530	(gb|CY025209:12-41, 514-849)
CY025210	ABV29531	gb|CY025210:8-2158
CY025211	ABV29532	gb|CY025211:6-2279	ABV29533	gb|CY025211:214-372
CY025212	ABV29534	gb|CY025212:16-2295
CY025213	ABV29535	gb|CY025213:16-1713
CY025214	ABV29536	gb|CY025214:1-759	ABV29537	(gb|CY025214:1-26, 715-982)
CY025215	ABV29538	gb|CY025215:7-1419
CY025216	ABV29539	gb|CY025216:24-1520
CY025217	ABV29540	gb|CY025217:3-695	ABV29541	(gb|CY025217:3-32, 505-840)
CY025218	ABV29542	gb|CY025218:10-2160
CY025219	ABV29543	gb|CY025219:8-2281	ABV29544	gb|CY025219:102-275
CY025220	ABV29545	gb|CY025220:4-2283
CY025221	ABV29546	gb|CY025221:17-1714
CY025222	ABV29547	gb|CY025222:1-759	ABV29548	(gb|CY025222:1-26, 715-982)
CY025223	ABV29549	gb|CY025223:1-1413
CY025224	ABV29550	gb|CY025224:24-1520
